"feature","id","pval","qval","reaction","times"
"gene","MSTRG.71585",0.000995724709440204,0.158270372373729,"S","72v96"
"gene","MSTRG.57245",0.000997069589712574,0.158270372373729,"S","72v96"
"gene","MSTRG.49504",0.00102216957145429,0.158270372373729,"S","72v96"
"gene","MSTRG.16751",0.00103526751327543,0.158270372373729,"S","72v96"
"gene","MSTRG.61185",0.00103737960593886,0.158270372373729,"S","72v96"
"gene","MSTRG.40196",0.0010378302304801,0.158270372373729,"S","72v96"
"gene","MSTRG.14917",0.00104304414389444,0.158270372373729,"S","72v96"
"gene","MSTRG.65487",0.00104986828872622,0.158270372373729,"S","72v96"
"gene","MSTRG.6949",0.00105054214587108,0.158270372373729,"S","72v96"
"gene","MSTRG.53150",0.00105401109145364,0.158270372373729,"S","72v96"
"gene","MSTRG.48860",0.00105966585583239,0.158270372373729,"S","72v96"
"gene","MSTRG.46052",0.00106491880745141,0.158270372373729,"S","72v96"
"gene","MSTRG.17852",0.00107423785290028,0.158270372373729,"S","72v96"
"gene","MSTRG.31966",0.00107428972894419,0.158270372373729,"S","72v96"
"gene","MSTRG.3318",0.0010886446400038,0.158270372373729,"S","72v96"
"gene","MSTRG.640",0.00108973042240212,0.158270372373729,"S","72v96"
"gene","MSTRG.15796",0.00109019398614041,0.158270372373729,"S","72v96"
"gene","MSTRG.22100",0.00110034738110787,0.158270372373729,"S","72v96"
"gene","MSTRG.62562",0.00110349406384413,0.158270372373729,"S","72v96"
"gene","MSTRG.4186",0.00112748362216841,0.158569580213272,"S","72v96"
"gene","MSTRG.14450",0.00112943842736413,0.158569580213272,"S","72v96"
"gene","MSTRG.35443",0.00113959808155584,0.158569580213272,"S","72v96"
"gene","MSTRG.53381",0.00114356442022889,0.158569580213272,"S","72v96"
"gene","MSTRG.60815",0.00114423685380616,0.158569580213272,"S","72v96"
"gene","MSTRG.56076",0.00115492047898202,0.158815537810966,"S","72v96"
"gene","MSTRG.15082",0.00116165742715069,0.158815537810966,"S","72v96"
"gene","MSTRG.45821",0.00117955207682163,0.158815537810966,"S","72v96"
"gene","MSTRG.29172",0.00118489687834789,0.158815537810966,"S","72v96"
"gene","MSTRG.30552",0.00119823933863028,0.158815537810966,"S","72v96"
"gene","MSTRG.44806",0.00120596130824424,0.158815537810966,"S","72v96"
"gene","MSTRG.33236",0.00120944144545088,0.158815537810966,"S","72v96"
"gene","MSTRG.26457",0.00121366412053203,0.158815537810966,"S","72v96"
"gene","MSTRG.48491",0.00121716067674971,0.158815537810966,"S","72v96"
"gene","MSTRG.12036",0.00122344490366322,0.158815537810966,"S","72v96"
"gene","MSTRG.2810",0.00123549338827067,0.159370876688248,"S","72v96"
"gene","MSTRG.46853",0.00124986284734185,0.160191574328327,"S","72v96"
"gene","MSTRG.53847",0.00126750104440754,0.160191574328327,"S","72v96"
"gene","MSTRG.35530",0.00127062723712501,0.160191574328327,"S","72v96"
"gene","MSTRG.58939",0.00127309734839187,0.160191574328327,"S","72v96"
"gene","MSTRG.36873",0.00130230610539406,0.160546824468436,"S","72v96"
"gene","MSTRG.25248",0.00130794955592517,0.160546824468436,"S","72v96"
"gene","MSTRG.63538",0.00131002972718186,0.160546824468436,"S","72v96"
"gene","MSTRG.59197",0.00131106594959696,0.160546824468436,"S","72v96"
"gene","MSTRG.60339",0.00132016903492893,0.160546824468436,"S","72v96"
"gene","MSTRG.68115",0.0013228870470583,0.160546824468436,"S","72v96"
"gene","MSTRG.16724",0.00133541479267985,0.160567343323833,"S","72v96"
"gene","MSTRG.13082",0.00133889995204406,0.160567343323833,"S","72v96"
"gene","MSTRG.67931",0.00135104392611796,0.160567343323833,"S","72v96"
"gene","MSTRG.66527",0.00135488354742419,0.160567343323833,"S","72v96"
"gene","MSTRG.40595",0.00136614914480315,0.160567343323833,"S","72v96"
"gene","MSTRG.50694",0.00138402761208389,0.160567343323833,"S","72v96"
"gene","MSTRG.15890",0.00138501273819747,0.160567343323833,"S","72v96"
"gene","MSTRG.36137",0.00138568599552991,0.160567343323833,"S","72v96"
"gene","MSTRG.21934",0.00143744531398959,0.163139579369033,"S","72v96"
"gene","MSTRG.25181",0.00144715927782024,0.163139579369033,"S","72v96"
"gene","MSTRG.39649",0.0014569617595861,0.163139579369033,"S","72v96"
"gene","MSTRG.47362",0.00145838714525048,0.163139579369033,"S","72v96"
"gene","MSTRG.28865",0.0014651831762913,0.163139579369033,"S","72v96"
"gene","MSTRG.70636",0.00146771525541167,0.163139579369033,"S","72v96"
"gene","MSTRG.71361",0.00146965683261779,0.163139579369033,"S","72v96"
"gene","MSTRG.70241",0.00147388498737522,0.163139579369033,"S","72v96"
"gene","MSTRG.4499",0.00148427029257059,0.163139579369033,"S","72v96"
"gene","MSTRG.30176",0.00150985349653343,0.163139579369033,"S","72v96"
"gene","MSTRG.52173",0.0015113033579035,0.163139579369033,"S","72v96"
"gene","MSTRG.62283",0.00151392766245162,0.163139579369033,"S","72v96"
"gene","MSTRG.12773",0.0015177084825021,0.163139579369033,"S","72v96"
"gene","MSTRG.11268",0.00151924230421674,0.163139579369033,"S","72v96"
"gene","MSTRG.22340",0.00154192749940263,0.164713192774729,"S","72v96"
"gene","MSTRG.22347",0.00154999371184594,0.164716948341763,"S","72v96"
"gene","MSTRG.33112",0.00156130745644223,0.164855109901917,"S","72v96"
"gene","MSTRG.42702",0.00156980017029784,0.164855109901917,"S","72v96"
"gene","MSTRG.34042",0.00157673301002825,0.164855109901917,"S","72v96"
"gene","MSTRG.37545",0.00158746833477053,0.164855109901917,"S","72v96"
"gene","MSTRG.52879",0.00160517895501788,0.164855109901917,"S","72v96"
"gene","MSTRG.25517",0.00160983879494814,0.164855109901917,"S","72v96"
"gene","MSTRG.27858",0.00161434191574306,0.164855109901917,"S","72v96"
"gene","MSTRG.46000",0.00162003411082923,0.164855109901917,"S","72v96"
"gene","MSTRG.51378",0.00162522151139499,0.164855109901917,"S","72v96"
"gene","MSTRG.31483",0.00163167173623058,0.164855109901917,"S","72v96"
"gene","MSTRG.57967",0.00164249193219879,0.1651348506343,"S","72v96"
"gene","MSTRG.12562",0.00165096277571597,0.165176812341144,"S","72v96"
"gene","MSTRG.30554",0.00168077880947304,0.167220406506386,"S","72v96"
"gene","MSTRG.46250",0.00168769498521804,0.167220406506386,"S","72v96"
"gene","MSTRG.25923",0.00170644908831852,0.167861413752451,"S","72v96"
"gene","MSTRG.53481",0.00171053317768222,0.167861413752451,"S","72v96"
"gene","MSTRG.40706",0.00175049785595927,0.170186636997261,"S","72v96"
"gene","MSTRG.56072",0.00177430663465183,0.170186636997261,"S","72v96"
"gene","MSTRG.26125",0.00177747808947315,0.170186636997261,"S","72v96"
"gene","MSTRG.14755",0.00178357054433032,0.170186636997261,"S","72v96"
"gene","MSTRG.54989",0.0017837812840763,0.170186636997261,"S","72v96"
"gene","MSTRG.22333",0.00178401399095129,0.170186636997261,"S","72v96"
"gene","MSTRG.22259",0.00179731150690654,0.17060007215053,"S","72v96"
"gene","MSTRG.13448",0.00181375883967894,0.17060007215053,"S","72v96"
"gene","MSTRG.52449",0.00181533716803362,0.17060007215053,"S","72v96"
"gene","MSTRG.51453",0.00182662246151533,0.17060007215053,"S","72v96"
"gene","MSTRG.334",0.0018339988463093,0.17060007215053,"S","72v96"
"gene","MSTRG.18541",0.00184724280044657,0.17060007215053,"S","72v96"
"gene","MSTRG.7119",0.00186087537102053,0.17060007215053,"S","72v96"
"gene","MSTRG.47006",0.00186724447133635,0.17060007215053,"S","72v96"
"gene","MSTRG.6700",0.00187120578959155,0.17060007215053,"S","72v96"
"gene","MSTRG.46437",0.00187536051430082,0.17060007215053,"S","72v96"
"gene","MSTRG.34722",0.00187984477357483,0.17060007215053,"S","72v96"
"gene","MSTRG.56637",0.00193095592652992,0.173044774069321,"S","72v96"
"gene","MSTRG.18289",0.00194922022818866,0.173044774069321,"S","72v96"
"gene","MSTRG.6776",0.00196292519244179,0.173044774069321,"S","72v96"
"gene","MSTRG.35523",0.00197589659298103,0.173044774069321,"S","72v96"
"gene","MSTRG.36362",0.00198627483891267,0.173044774069321,"S","72v96"
"gene","MSTRG.27863",0.00198691607128199,0.173044774069321,"S","72v96"
"gene","MSTRG.33355",0.00199107117459385,0.173044774069321,"S","72v96"
"gene","MSTRG.15899",0.00199616073350151,0.173044774069321,"S","72v96"
"gene","MSTRG.3589",0.00200399616793479,0.173044774069321,"S","72v96"
"gene","MSTRG.46062",0.0020258151410828,0.173044774069321,"S","72v96"
"gene","MSTRG.6765",0.00203253315068164,0.173044774069321,"S","72v96"
"gene","MSTRG.7748",0.00204142533180907,0.173044774069321,"S","72v96"
"gene","MSTRG.35577",0.00204803951856403,0.173044774069321,"S","72v96"
"gene","MSTRG.53840",0.00205828043026479,0.173044774069321,"S","72v96"
"gene","MSTRG.67911",0.00208752327419615,0.173044774069321,"S","72v96"
"gene","MSTRG.56967",0.00211119056703324,0.173044774069321,"S","72v96"
"gene","MSTRG.67654",0.00213944585696291,0.173044774069321,"S","72v96"
"gene","MSTRG.34727",0.002151963199853,0.173044774069321,"S","72v96"
"gene","MSTRG.1159",0.0021559625812988,0.173044774069321,"S","72v96"
"gene","MSTRG.42209",0.00216373793062363,0.173044774069321,"S","72v96"
"gene","MSTRG.46006",0.00216602208404071,0.173044774069321,"S","72v96"
"gene","MSTRG.32423",0.00217207083245541,0.173044774069321,"S","72v96"
"gene","MSTRG.41006",0.00217218176355738,0.173044774069321,"S","72v96"
"gene","MSTRG.41790",0.00218452280893999,0.173044774069321,"S","72v96"
"gene","MSTRG.64543",0.00218853460302881,0.173044774069321,"S","72v96"
"gene","MSTRG.28314",0.00220119179776601,0.173044774069321,"S","72v96"
"gene","MSTRG.3975",0.00221076990647462,0.173044774069321,"S","72v96"
"gene","MSTRG.25244",0.00221169506556596,0.173044774069321,"S","72v96"
"gene","MSTRG.39237",0.00221593250680951,0.173044774069321,"S","72v96"
"gene","MSTRG.59878",0.00221634332832066,0.173044774069321,"S","72v96"
"gene","MSTRG.37767",0.00222678120349173,0.173044774069321,"S","72v96"
"gene","MSTRG.59850",0.00222929102804681,0.173044774069321,"S","72v96"
"gene","MSTRG.40668",0.00224563738627293,0.173044774069321,"S","72v96"
"gene","MSTRG.3116",0.00225434033107441,0.173044774069321,"S","72v96"
"gene","MSTRG.575",0.00225659043140414,0.173044774069321,"S","72v96"
"gene","MSTRG.51104",0.00226621963884555,0.173044774069321,"S","72v96"
"gene","MSTRG.68040",0.00226624067682346,0.173044774069321,"S","72v96"
"gene","MSTRG.58926",0.00227388240142945,0.173044774069321,"S","72v96"
"gene","MSTRG.25281",0.00227614543425769,0.173044774069321,"S","72v96"
"gene","MSTRG.16414",0.00229179185023853,0.173044774069321,"S","72v96"
"gene","MSTRG.8786",0.00229187055518087,0.173044774069321,"S","72v96"
"gene","MSTRG.49571",0.00230867382059852,0.173044774069321,"S","72v96"
"gene","MSTRG.66066",0.00231016211940172,0.173044774069321,"S","72v96"
"gene","MSTRG.3137",0.00231239083968948,0.173044774069321,"S","72v96"
"gene","MSTRG.55189",0.00231725520761961,0.173044774069321,"S","72v96"
"gene","MSTRG.2299",0.00231926300492391,0.173044774069321,"S","72v96"
"gene","MSTRG.28858",0.00232592991699176,0.173044774069321,"S","72v96"
"gene","MSTRG.43526",0.00234611908862659,0.173044774069321,"S","72v96"
"gene","MSTRG.29223",0.00236311717354254,0.173044774069321,"S","72v96"
"gene","MSTRG.61371",0.00236936786982467,0.173044774069321,"S","72v96"
"gene","MSTRG.54134",0.00236983685303116,0.173044774069321,"S","72v96"
"gene","MSTRG.3502",0.00237045728287977,0.173044774069321,"S","72v96"
"gene","MSTRG.62295",0.00237069584427707,0.173044774069321,"S","72v96"
"gene","MSTRG.42721",0.00238760249656655,0.173044774069321,"S","72v96"
"gene","MSTRG.22115",0.00238807903120875,0.173044774069321,"S","72v96"
"gene","MSTRG.14869",0.00238953151685783,0.173044774069321,"S","72v96"
"gene","MSTRG.2749",0.0023973293561792,0.173044774069321,"S","72v96"
"gene","MSTRG.10800",0.00240673909804712,0.173044774069321,"S","72v96"
"gene","MSTRG.69935",0.00242186601798011,0.173044774069321,"S","72v96"
"gene","MSTRG.46271",0.00243232800345905,0.173044774069321,"S","72v96"
"gene","MSTRG.17101",0.00243600226534446,0.173044774069321,"S","72v96"
"gene","MSTRG.62396",0.00244847246268098,0.173044774069321,"S","72v96"
"gene","MSTRG.10705",0.00246060626156797,0.173044774069321,"S","72v96"
"gene","MSTRG.24059",0.00246307089812969,0.173044774069321,"S","72v96"
"gene","MSTRG.57975",0.00249081207795943,0.173044774069321,"S","72v96"
"gene","MSTRG.61238",0.00250244326783711,0.173044774069321,"S","72v96"
"gene","MSTRG.35430",0.00250318988459108,0.173044774069321,"S","72v96"
"gene","MSTRG.6784",0.00251811954407311,0.173044774069321,"S","72v96"
"gene","MSTRG.32242",0.00252044528015705,0.173044774069321,"S","72v96"
"gene","MSTRG.70283",0.00252383906877496,0.173044774069321,"S","72v96"
"gene","MSTRG.56238",0.00252557456272218,0.173044774069321,"S","72v96"
"gene","MSTRG.30699",0.00252602516113076,0.173044774069321,"S","72v96"
"gene","MSTRG.61424",0.00253922169863374,0.173044774069321,"S","72v96"
"gene","MSTRG.41121",0.00254270859423467,0.173044774069321,"S","72v96"
"gene","MSTRG.35103",0.00256140082326417,0.173044774069321,"S","72v96"
"gene","MSTRG.67759",0.00257230529265162,0.173044774069321,"S","72v96"
"gene","MSTRG.7733",0.00259083110351299,0.173044774069321,"S","72v96"
"gene","MSTRG.68432",0.00261083119938466,0.173044774069321,"S","72v96"
"gene","MSTRG.66943",0.0026130055438538,0.173044774069321,"S","72v96"
"gene","MSTRG.44230",0.0026157674176448,0.173044774069321,"S","72v96"
"gene","MSTRG.44760",0.0026161706511364,0.173044774069321,"S","72v96"
"gene","MSTRG.67311",0.00261789896556874,0.173044774069321,"S","72v96"
"gene","MSTRG.61221",0.00263696890688181,0.173044774069321,"S","72v96"
"gene","MSTRG.14005",0.00263812311594003,0.173044774069321,"S","72v96"
"gene","MSTRG.47512",0.00264014649129474,0.173044774069321,"S","72v96"
"gene","MSTRG.12896",0.00264925343881361,0.173044774069321,"S","72v96"
"gene","MSTRG.38523",0.00265575304628762,0.173044774069321,"S","72v96"
"gene","MSTRG.44771",0.00266724639411642,0.173044774069321,"S","72v96"
"gene","MSTRG.30485",0.00267730442393654,0.173044774069321,"S","72v96"
"gene","MSTRG.46567",0.00267903348193976,0.173044774069321,"S","72v96"
"gene","MSTRG.60660",0.002689635675724,0.173044774069321,"S","72v96"
"gene","MSTRG.51535",0.00269220966609574,0.173044774069321,"S","72v96"
"gene","MSTRG.52426",0.00269362118514849,0.173044774069321,"S","72v96"
"gene","MSTRG.68266",0.00269986970756619,0.173044774069321,"S","72v96"
"gene","MSTRG.34521",0.0027180094877215,0.173423406083098,"S","72v96"
"gene","MSTRG.17421",0.00272864501076753,0.173423406083098,"S","72v96"
"gene","MSTRG.15898",0.00273114384031403,0.173423406083098,"S","72v96"
"gene","MSTRG.25488",0.00276519437642953,0.175043631668425,"S","72v96"
"gene","MSTRG.56070",0.00278405353870292,0.175695194088606,"S","72v96"
"gene","MSTRG.49200",0.00280738850068785,0.176525349361151,"S","72v96"
"gene","MSTRG.18845",0.00281782450212731,0.176525349361151,"S","72v96"
"gene","MSTRG.27772",0.00282565986707695,0.176525349361151,"S","72v96"
"gene","MSTRG.321",0.00284180956863489,0.176525349361151,"S","72v96"
"gene","MSTRG.25218",0.00284879765499202,0.176525349361151,"S","72v96"
"gene","MSTRG.35335",0.00285556915133478,0.176525349361151,"S","72v96"
"gene","MSTRG.15426",0.00286173725453898,0.176525349361151,"S","72v96"
"gene","MSTRG.60166",0.00286720439954902,0.176525349361151,"S","72v96"
"gene","MSTRG.34779",0.00287466926799729,0.176525349361151,"S","72v96"
"gene","MSTRG.41166",0.00289413461747068,0.177135220390525,"S","72v96"
"gene","MSTRG.61979",0.00290191392341155,0.177135220390525,"S","72v96"
"gene","MSTRG.47623",0.00292247730540929,0.177135220390525,"S","72v96"
"gene","MSTRG.53182",0.00292598590477167,0.177135220390525,"S","72v96"
"gene","MSTRG.65120",0.00293769165498214,0.177135220390525,"S","72v96"
"gene","MSTRG.49966",0.00294565536307245,0.177135220390525,"S","72v96"
"gene","MSTRG.16233",0.00295789643725941,0.177135220390525,"S","72v96"
"gene","MSTRG.64059",0.00296595787043197,0.177135220390525,"S","72v96"
"gene","MSTRG.14543",0.00298891111198163,0.177135220390525,"S","72v96"
"gene","MSTRG.4262",0.0029922876544628,0.177135220390525,"S","72v96"
"gene","MSTRG.43573",0.00299715560276204,0.177135220390525,"S","72v96"
"gene","MSTRG.27651",0.00299720004664095,0.177135220390525,"S","72v96"
"gene","MSTRG.49567",0.00301392643684906,0.177135220390525,"S","72v96"
"gene","MSTRG.49971",0.00303107127025559,0.177135220390525,"S","72v96"
"gene","MSTRG.53186",0.0030353791409008,0.177135220390525,"S","72v96"
"gene","MSTRG.34797",0.00303802397258024,0.177135220390525,"S","72v96"
"gene","MSTRG.23432",0.00304607957841074,0.177135220390525,"S","72v96"
"gene","MSTRG.22973",0.00305154644422112,0.177135220390525,"S","72v96"
"gene","MSTRG.8020",0.00305223093596152,0.177135220390525,"S","72v96"
"gene","MSTRG.16822",0.00307248120124348,0.177135220390525,"S","72v96"
"gene","MSTRG.57313",0.00307399633410577,0.177135220390525,"S","72v96"
"gene","MSTRG.40800",0.00308428462939303,0.177135220390525,"S","72v96"
"gene","MSTRG.43038",0.00309561051657781,0.177135220390525,"S","72v96"
"gene","MSTRG.63051",0.00309812088853001,0.177135220390525,"S","72v96"
"gene","MSTRG.49572",0.00311290501956973,0.177135220390525,"S","72v96"
"gene","MSTRG.46143",0.00311487013057166,0.177135220390525,"S","72v96"
"gene","MSTRG.2548",0.00311778715558164,0.177135220390525,"S","72v96"
"gene","MSTRG.37887",0.00314394034764875,0.17740868553099,"S","72v96"
"gene","MSTRG.33343",0.00316598865683926,0.17740868553099,"S","72v96"
"gene","MSTRG.4071",0.00317088528082654,0.17740868553099,"S","72v96"
"gene","MSTRG.55900",0.00317430067700686,0.17740868553099,"S","72v96"
"gene","MSTRG.64530",0.0031744771108615,0.17740868553099,"S","72v96"
